Acinar_cell	B_cell	Ductal_cell_type_1	Ductal_cell_type_2	Endocrine_cell	Endothelial_cell	Fibroblast_cell	Macrophage_cell	Stellate_cell	T_cell
AC005614.3	0	0	0	35380.7475	48798.9775	4838.775	24645.0475	4406.75	31922.5425	0
IGFL4	84408.5925	0	0	452290.6725	50113.71	1430.5725	917899.09	13458.325	14591.85	0
AC006262.10	0	0	0	190201.5	0	0	0	0	0	0
CTB-33G10.6	0	6011.3975	0	9615.725	0	10459.265	0	0	0	0
CTB-191K22.6	0	0	0	72191.5825	0	0	0	0	0	0
CTD-2545M3.2	0	0	7982.49	44585.995	0	4745.8425	0	4420.325	8036.0225	4000.14
SIGLEC14	250040.4625	103300.7775	91817.01	107123.6325	49239.295	52385.2775	473446.1125	1369219.5	275668.19	21875.855
NLRP9	166783.0425	0	964209.1375	655022.07	0	15943.155	210787.8025	12908.535	15013.1	0
AC005498.4	0	0	7782.4775	812712.0375	0	7604.005	77990.4	9260.195	31934.505	0
TBL1Y	84013.08	0	32093.3175	0	0	0	0	0	0	0
AC000068.10	83223.78	9038.0575	48191.7725	82026.7175	49246.355	4532.135	0	4957.73	0	2467.8725
C22orf23	165381.015	0	115375.1325	187724	0	5788.6675	1198004.535	4658.6825	8503.8325	4497.615
SCUBE1	0	0	16771.225	45433.5625	0	5898.3125	132811.08	8702.5625	16389.75	3916.1725
CTA-384D8.33	0	0	24932.8575	35291.7875	0	0	26428.31	0	7640.915	0
AF127936.5	0	0	8764.9525	0	0	0	0	9602.875	0	0
C21orf37	83470.7375	0	222575.515	423235.6775	0	1682.8025	25874.745	0	23709.77	1940.075
AL035610.2	0	0	0	0	0	1505.0575	0	0	0	0
AF124730.4	0	0	0	0	0	1362.405	0	40781.845	7912.64	2208.1025
LINC00159	0	0	8666.59	0	0	4513.4825	129366.0575	0	38234.7925	0
AP000265.1	0	2828.055	16886.3875	43307.7925	0	5918.3775	27460.195	9122.505	14120.6775	4331.6125
DSCR8	0	0	8118.355	143981.7075	715415.445	0	0	0	0	2308.275
AF064860.7	164540.9625	0	169020.5675	188293.94	49398.0225	0	54039.0075	4760.8825	0	0
C21orf128	81883.81	0	8165.235	34140.1975	0	6072.4225	52187.9225	28534.24	15928.4275	1945.395
BX322559.3	83745.405	0	47767.445	18215.81	0	0	0	0	7921.6325	0
AP001468.58	0	0	24215.0575	42637.25	48478.8475	8068.7125	0	0	0	0
RP11-547D24.3	0	0	0	43401.3325	0	0	0	0	0	0
RP1-224A6.3	0	5934.315	8105.975	159414.3075	48113.3925	25880.62	238251.135	45004.63	72320.7375	10687.305
CYP4A22	0	0	0	8589.9675	0	0	0	0	0	0
RP11-155O18.6	0	0	0	37656.465	0	0	27307.4375	0	8396.5125	0
C1orf177	0	0	0	163245.8475	0	1176.325	0	4465.4625	0	2559.405
RP5-965F6.2	0	0	16911.9825	0	0	5720.795	373495.355	0	39581.35	0
RP11-417J8.3	165272.2175	12725.7575	16224.22	351488.4375	48816.65	6362.65	184582.845	32470.37	23498.655	13494.165
RP4-704D21.2	0	0	7503.68	0	0	0	0	0	0	0
RP11-316M1.3	0	0	7848.9775	36517.3475	0	0	0	0	0	0
NBPF18P	0	0	0	98701.705	0	0	0	0	0	0
CRCT1	82843.99	47134.8275	86454.755	17044396.635	290727.6875	34338.0425	522840.22	104489.94	118644.8275	90594.5475
BRINP2	0	0	0	17893.1175	0	1484.195	0	0	0	0
RP11-295K2.3	0	0	0	93529.52	0	1722.7125	0	0	16077.345	0
RP11-576D8.4	0	0	0	208419.735	0	1496.3375	26457.085	0	8849.905	1993.545
FCAMR	0	0	24029.6025	115548.4925	98369.605	1725.72	0	8413.17	8312.1	2362.395
RP11-122M14.1	0	3059.1825	65550.875	160653.3	0	0	0	0	0	4529.77
RP11-53A1.2	0	0	0	0	0	0	26440.7	0	8172.3	0
RP11-400N13.1	0	0	8772.495	0	47945.0375	0	293452.2475	0	7966.0275	0
WDR64	0	3201.9475	0	8697.3975	47885.2075	2906.645	0	9577.0825	7826.3925	6718.195
RP11-261C10.2	0	0	0	9411.51	0	4911.315	25552.2075	13980.7875	7927.905	0
RP11-518L10.5	0	0	31109.035	155304.4225	0	7929.76	80080.3575	0	0	0
AC144450.2	165112.125	0	16547.145	162932.0475	0	4407.8625	129214.6075	0	15696.275	0
AC104654.1	0	0	17735.0325	218588.005	0	0	53885.0525	0	0	0
RGPD4-AS1	0	0	0	0	0	0	0	0	0	0
AC007277.3	0	0	0	0	0	0	0	0	0	0
AC007283.5	0	0	7745.2075	0	0	0	0	0	8815.9875	0
KCNJ13	81839.71	0	63533.33	579290.3475	48719.105	0	26743.4775	4366.6275	0	4152.9125
AC027119.1	0	0	0	454443.42	0	0	0	4305.735	0	0
RP11-47P18.2	0	0	8189.6475	134761.1975	0	0	26357.815	0	0	2078.2725
RP11-221J22.2	0	0	0	150867.7475	0	0	78672.5425	14218.315	0	0
LINC00635	0	0	23061.2575	194975.6575	0	0	0	0	0	0
RP11-71H17.9	0	0	16162.775	331637.0625	0	10544.9175	284979.8725	16400.1925	23541.425	0
SEC62-AS1	0	0	0	19588.175	0	0	54275.66	4747.965	7988.8975	0
RP11-360P21.2	0	0	8572.6425	0	0	0	0	0	0	0
RP11-15L13.4	0	0	0	28142.9475	0	2933.3175	0	0	0	0
YEATS2-AS1	0	2881.25	8677.37	9106.875	0	1559.4675	25771.67	4386.18	7703.5825	2339.2525
RP11-329B9.3	0	0	0	80450.2825	0	1372.3375	473246.025	0	7773.6025	2053.115
RP11-699L21.1	0	0	8581.0075	61153.28	0	0	0	8418.96	0	2203.4
RP11-1191J2.2	84186.5525	0	0	0	0	5804.35	0	8051.0075	0	2005.6625
KCNIP4	0	0	40810.2325	132254.5225	0	13822.4725	26506.96	0	23507.4575	0
RP11-63A11.1	0	21685.25	8473.26	89545.91	0	1160.0125	0	4566.6475	7322.315	2117.29
RP11-345F18.1	0	0	0	84839.9675	0	0	0	0	0	0
RP11-352E8.2	0	0	15832.1175	61096.435	0	5799.72	76225.6575	0	8175.4175	0
RP11-168E14.1	0	0	40793.905	45961.92	0	0	53934.85	0	0	0
RP11-731D1.4	0	0	16631.3525	73576.42	0	0	0	0	0	0
RP11-164P12.3	0	0	8071.605	222415.11	0	0	27049.82	4549.565	0	0
RP11-335L23.5	0	0	8443.0575	78745.9025	0	2814.87	80626.0075	0	7623.125	0
SLC45A2	0	0	0	72630.66	48794.13	0	26106.2575	0	0	0
AGXT2	0	0	0	17697.445	0	0	0	0	0	0
CTD-2631K10.1	0	0	8180.9425	9031.39	0	1425.405	0	0	0	0
RP11-229C3.2	0	0	8204.255	54546.44	0	0	54500.7775	0	8976.765	6756.04
RP11-466P24.7	0	0	0	164491.375	0	3042.4275	27806.3525	0	0	0
RP11-517I3.1	0	0	0	17303.7775	0	0	0	0	0	0
PCDHA13	0	0	8714.19	143667.8125	0	0	130705.66	0	16547.3475	0
CTC-340A15.2	0	0	8120.355	8819.795	0	0	78879.4725	0	0	0
CTB-43E15.4	0	6011.905	16780.1	223678.405	335992.655	4535.895	79923.58	12519.645	24940.0775	34622.7525
HULC	0	3190.685	42081.595	115159.9775	0	4552.46	77766.3325	4479.9825	7971.5175	0
JARID2-AS1	0	0	23958.2025	81999.965	0	12424.245	0	9513.56	15386.22	2187.095
HIST1H2AD	0	49690.705	152105.425	17671.265	0	3031.17	0	14953.175	6834.185	11337.305
GPR111	0	0	0	100095.33	0	1483.2575	0	0	0	0
RP11-354K4.2	333109.83	0	17787.4725	8669.6675	238370.475	4398.5625	25610.595	0	6898.835	0
PRR18	0	0	7838.13	0	0	0	0	0	0	0
ABCB5	0	0	7635.6775	28266.9125	0	0	208199.57	0	7685.1925	0
POU6F2-AS1	0	0	0	53701.2625	1012068.3025	3100.8325	50864.25	0	0	0
RP11-760D2.5	164064.1675	0	34289.0925	0	0	0	0	0	7680.54	0
RP5-942I16.1	0	0	8888.08	9225.08	0	0	26554.2425	0	0	0
ATP5J2-PTCD1	0	0	7539.29	35806.7375	0	2991.9475	0	0	0	0
WWC3-AS1	0	0	8225.2325	0	0	0	0	0	7556.1275	0
CTD-2168K21.2	0	0	0	0	0	0	0	0	0	0
PMP2	82492.7825	0	0	45289.9275	975469.68	1504.9725	182103.3	9729.9675	62829.5725	0
SLC7A13	0	0	0	0	0	0	0	0	0	0
FSBP	168191.145	0	0	486099.4075	0	6928.1175	131241.33	14225.16	0	2319.275
KB-1458E12.1	0	0	0	18119.5525	0	0	79319.6025	0	7653.7725	0
RP11-1C8.5	0	0	0	81456.69	0	0	0	0	0	2514.6775
RP11-1057B8.2	0	0	0	0	0	1502.155	0	0	0	0
RP11-18B16.2	0	0	33824.1175	34982.47	0	9558.8825	213477.0375	0	23504.4325	0
RP11-65J3.2	0	0	8218.9225	35516.06	0	0	0	0	0	0
AL359878.1	0	0	7737.695	8757.3425	0	1561.8925	0	0	0	0
TUBAL3	0	0	0	369156.11	0	6519.8175	0	0	7870.0225	0
RP11-478H13.3	0	0	0	27010.075	0	0	0	0	0	0
C10orf126	0	0	0	98795.64	0	0	0	0	0	0
CCDC147	246791.755	15912.94	31389.37	8794.3075	47706.3325	17334.925	238410.37	8455.9925	7181.6125	2208.98
SYCE1	575109.2025	3154.11	81291.37	71775.485	97734.89	1518.555	2532930.265	53283.8325	134404.1575	8340.1725
RP11-264E20.1	82858.3125	0	0	17778.355	0	0	50958.0775	4373.4675	200312.74	0
SLC6A13	0	0	0	86291.6225	0	4656.4525	76887.3675	0	0	0
CLEC1B	0	0	0	0	0	0	77118.6125	0	8198.7175	0
RP11-923I11.3	0	0	0	79652.435	0	17741.5725	156747.3425	4941.565	7665.7525	4540.69
MIP	82492.7825	0	0	72851.1675	0	1593.8	26084.0525	0	0	0
RP11-756H6.1	0	0	32862.415	107285.3175	47319.4625	9672.93	80984.7325	0	7811.5125	0
RP11-571M6.18	164795.8825	0	47846.18	75699.3975	50110.9075	3197.95	106847.3725	0	15948.4875	2594.1075
RP11-2H8.2	0	0	0	118320.325	0	2983.475	127025.1525	0	0	4506.8125
RP11-87P13.2	0	0	39819.5875	8801.6275	0	3014.6475	0	0	0	0
DNAH10	83487.955	0	16997.3475	154045.6775	0	1644.4425	471435.845	0	46510.6225	0
RP11-349K16.1	0	0	0	124978.5175	0	0	0	0	0	0
RP11-143E21.6	0	0	23947.99	0	0	0	0	0	0	0
LECT1	83837.4425	0	43632.0025	0	481529.83	11288.8625	102941.85	13209.5575	0	8942.29
C13orf45	0	0	16232.3275	200600.0125	144011.4875	1504.46	474437.9075	0	15978.2075	0
C13orf35	0	0	16665.8925	0	0	0	0	0	0	0
POTEG	0	46750.81	0	68380.045	0	0	0	0	0	5052.855
POTEM	0	19197.9275	0	123437.0125	0	0	0	4171.0925	0	5052.855
RNASE13	0	0	33309.08	74269.125	0	3193.415	25347.375	0	0	0
CPNE6	0	0	8488.625	60435.2625	0	0	0	0	0	0
RP11-80A15.1	0	0	82379.0625	178721.16	0	16990.6275	157944.31	0	32264.885	2061.1275
KIAA0391	0	3169.9375	24129.18	43458.02	0	9493.1525	52691.95	4284.015	0	4792.8025
AL162759.1	83745.405	3077.835	40803.59	284578.695	0	1553.0575	25233.155	3730.5625	0	0
RP11-299L17.3	0	0	0	17162.41	0	23641.465	809950.485	4816.7375	8046.4825	0
SERPINA10	0	0	16260.7975	69868.205	1958658.6625	0	24065.285	0	0	4580.79
GOLGA8M	0	0	8211.6725	9007.265	48710.7725	15304.03	186757.94	13192.4975	14705.1325	6219.175
AC135983.2	0	0	7954.0925	36656.035	0	3270.3775	131384.9425	4639.195	8244.47	2247.8
RP11-102L12.2	0	0	0	9022.0725	0	0	0	4641.0175	0	0
RP11-48G14.1	0	3470.8975	0	0	0	0	25867.48	0	7387.7025	0
AC100830.5	0	0	7810.2225	17899.635	0	2725.905	0	0	0	0
GOLGA6L9	0	0	0	0	0	0	0	0	0	0
RP11-264B17.5	0	0	15628.195	0	0	0	0	0	0	0
RP11-459F6.3	0	0	9174.2875	8119.9	0	0	79589.8	0	15727.3525	0
RP11-303E16.3	0	0	8560.78	27134.1625	48171.54	0	0	0	0	0
SPATA22	0	0	8012.1125	17249.79	0	0	211544.9225	0	15384.855	2146.4025
RP11-849F2.5	0	0	8254.185	0	0	1400.4025	0	0	0	0
RP11-663N22.1	84877.38	0	91623.325	515774.9075	0	0	75829.5225	0	0	0
CTB-58E17.9	0	0	8307.735	26119.35	0	0	101840.91	0	0	0
KRTAP2-3	0	0	58198.7125	2398466.3225	0	3143.8625	25690.6275	9042.8275	0	6753.43
KRT34	0	0	0	244266.5075	0	1483.2575	0	0	7325.55	0
KRT36	0	0	0	17376.5	0	2847.32	27827.5225	27254.76	15651.665	0
AC019349.5	0	3273.235	8882.615	1186646.26	0	1663.59	0	4391.71	7902.15	9103.9275
CTB-175E5.7	83837.4425	3229.2275	8772.495	313308.36	0	0	23444.4275	0	0	0
AC015936.3	0	0	0	9070.645	0	1472.2975	0	0	0	0
CTD-2026D20.2	0	3035.7775	16585.6725	10298.78	0	0	0	0	0	2182.78
RP11-515O17.2	0	0	24276.9125	53269.5725	0	0	26222.605	0	0	0
PPP1R27	0	2822.9125	40066.405	126601.625	0	1641.92	107907.9725	0	14958.61	0
RP11-497H17.1	0	0	8473.26	0	0	3475.295	0	0	0	0
LINC00470	85113.2725	8538.3475	89312.1175	734835.2	0	1460.0225	52100.89	13596.1075	0	4144.195
LINC00305	83097.9125	0	23551.57	0	0	11899.725	0	0	0	4361.08
RP11-176N18.2	0	0	0	0	50238.4175	7538.33	0	0	0	0
RP11-234K24.3	0	0	7608.8775	8734.4875	0	0	0	0	7918.915	0
LLfos-48D6.1	0	0	0	26677.02	0	0	0	0	8428.0625	0
CTC-518P12.6	0	0	7834.1	73232.73	0	2947.595	25412.1425	9225.565	23365.5375	2264.255
CTD-3193O13.8	83199.3325	0	49252.6075	0	0	0	25609.8575	0	0	0
ZNF559-ZNF177	0	0	8805.17	0	0	0	0	0	0	0
CTB-176F20.3	0	0	8392.4175	0	0	0	0	0	0	0
UPK1A	0	0	16228.36	143036.1425	0	0	52779.6625	0	8180.8875	0
CTD-3064H18.2	0	0	0	27235.4175	0	1244.035	0	0	0	0
PSG3	0	0	0	0	0	0	0	0	0	0
AC018766.4	0	0	8229.8325	34576.615	0	0	53088.94	4913.89	22189.625	0
VN1R1	0	3002.725	0	127556.7675	0	0	52837.9675	0	24238.3875	0
GGT2	0	0	24854.6775	35979.995	0	1365.64	28787.555	0	0	0
ENTHD1	0	0	23332.565	92808.7125	235263.2375	0	10937612.6825	178799.835	29144.6675	7870.13
LINC00160	0	0	32086.7425	53157.75	0	0	0	0	0	0
RP3-510D11.1	0	0	16552.405	233369.7275	0	1502.66	27168.9725	4415.205	22045.59	0
RP11-380J14.1	0	0	0	264224.86	0	0	0	0	0	2368.345
SH2D5	0	0	0	199078.6925	0	0	27046.1475	0	0	0
RP11-63N8.3	0	0	0	18152.58	0	3138.1725	0	0	0	2115.8925
RP1-65J11.1	0	0	32207.1175	913211.3625	0	3305.2725	104110.2375	0	15535.22	0
CLDN19	0	0	0	44136.035	97747.52	0	52655.1775	4952.5925	0	0
RP11-511I2.2	83949.4025	6497.355	0	701643.905	0	0	28249.275	0	0	0
RP11-25O10.2	0	0	0	17463.0925	0	0	0	0	0	0
RP4-784A16.5	0	3515.9125	0	35025.93	0	1352.4325	0	0	0	10780.4325
RP4-694A7.2	0	0	0	61803.9025	0	0	0	4886.385	0	0
MIR137HG	0	0	0	64868.4525	0	0	0	0	0	0
RP5-1070A16.1	0	0	0	827980.5675	0	0	155440.0625	18455.64	8537.8125	0
GPR61	0	0	9155.4275	27975.7825	0	0	0	0	0	0
RP11-195M16.1	0	0	32307.8675	18684.4	0	0	26849.3025	0	0	0
ALX3	0	0	0	100140.62	0	0	0	0	0	0
RP11-458D21.5	0	0	0	26458.915	0	0	51025.635	8769.9875	0	0
RP11-404E16.1	0	0	0	46540.8125	0	0	25576.0525	0	0	0
AL450992.2	0	0	8533.665	46271.99	0	0	27677.17	0	0	0
S100A7A	0	0	0	55038.115	0	0	0	0	0	0
KCNJ10	0	0	0	0	0	0	0	17141.5675	0	2327.3175
LINC00862	81997.075	3094.2	7912.65	154260.7575	0	0	345557.2325	18048.88	8151.9025	0
RP11-480I12.7	0	0	0	138224.0375	0	0	79087.785	0	39647.6075	2108.82
C1orf143	0	5780.565	0	89368.665	0	1698.94	0	9043.3075	0	0
RP11-400N13.2	0	0	0	181336.865	0	0	132829.58	0	0	0
RP11-100E13.1	0	0	8078.19	18818.81	0	0	156958.315	4930.0175	0	0
RP4-781K5.4	0	0	0	62947.955	0	0	24980.7075	0	0	0
RP4-781K5.5	0	0	0	8973.085	0	0	53759.355	4614.2625	0	0
RP11-439E19.7	0	9439.385	7441.38	749906.0375	0	1304.945	0	0	203881.905	0
AC093159.1	0	0	8129.3575	284372.0025	47014.915	2894.23	26763.6825	8778.0925	31334.2875	0
AC103563.8	0	0	0	9654.4775	0	0	0	0	0	0
AC012363.4	0	0	0	36350.5275	0	0	0	0	0	0
POTEF	0	0	0	35767.115	0	0	52927.34	0	7416.7275	0
TUBA3E	0	0	0	44899.0125	0	0	0	0	7678.91	34369.585
POTEI	0	0	0	29139.7975	191594.21	0	26511.885	0	0	0
AC133785.1	0	0	0	713875.8525	0	1625.04	26175.6075	0	0	0
POTEE	0	3087.155	7673.4025	173408.5375	0	3182.56	78828.4875	26535.24	0	4678.12
CYP4F31P	0	0	0	0	0	0	0	0	0	0
AC009299.2	166549.005	18266.025	16607.4675	171886.58	98081.64	0	0	4387.36	0	4452.91
AC007405.8	0	0	0	18059.3575	0	0	0	0	0	0
AC104088.1	0	0	0	44571.56	0	0	0	0	0	0
TMEFF2	0	0	0	67824.02	0	2703.385	338346.0475	0	15558.62	0
HSPE1-MOB4	0	0	0	8616.49	0	0	0	0	0	0
AC068134.6	0	0	0	8947.105	0	0	0	0	0	0
PRSS56	0	0	0	35249.245	0	0	0	0	0	0
AQP12A	246049.48	0	0	456342.09	0	0	0	0	0	0
AGXT	0	3130.0525	0	458302.2275	0	0	51281.885	0	0	2308.91
AC114730.3	0	2986.9	0	160218.825	46227.6075	1514.2375	26009.565	4266.415	15804.2725	2166.3075
UCN2	0	0	0	190039.5475	0	4645.1925	391958.21	13487.5875	16227.1625	0
CTD-2330K9.2	0	0	0	18206.6625	0	0	0	4976.815	0	0
CTD-2330K9.3	0	0	0	17439.9675	0	0	0	0	0	0
IQCF5	0	0	0	43502.675	0	0	0	0	0	0
IQCF1	0	0	0	36418.445	0	0	0	0	0	0
RP11-755B10.3	0	0	0	98876.1725	0	3125.785	105530.52	8913.875	0	0
ANKUB1	0	0	0	28523.4225	0	0	0	0	0	0
RP11-379F4.7	85670.5	0	41058.57	153368.48	0	6003.29	1500175.2525	12714.9125	23374.36	1907.1475
RP11-646E18.4	0	0	0	65279.86	0	0	0	0	0	0
FETUB	0	0	8028.0225	199156	0	0	27124.605	0	0	0
GPR78	0	0	0	9654.4775	0	0	0	0	0	0
EPGN	0	0	0	35153.1	0	0	25429.3325	0	7105.2725	0
FGF5	0	0	0	100502.4	48903.2675	0	810706.7375	0	15494.62	0
RP11-297P16.3	0	0	0	82712.3175	0	0	0	4719.9875	0	0
RP11-297P16.4	0	0	0	155973.2175	0	0	0	8605.02	0	0
RP11-11N5.3	0	0	0	80852.425	0	0	214131.625	4591.6925	0	0
ZFP42	0	0	0	71628.1	0	0	161205.55	0	0	0
TRIML2	0	0	0	193848.2725	0	0	78435.2475	4187.0275	0	0
RP11-366H4.1	0	0	0	536960.26	0	0	0	13711.2175	0	2360.29
TERT	82954.7325	24912.6725	0	235225.315	0	3002.3625	26691.5725	0	0	4510.62
RP11-332J15.4	0	0	0	18244.4425	0	0	0	0	0	0
CDH12	0	0	0	71636.4325	289577.635	0	25767.65	0	0	0
CTD-2066L21.3	0	0	0	161385.635	0	0	79873.0075	0	0	0
CTD-2636A23.2	0	0	0	52786.7275	0	3363.035	53232.1975	4301.0225	0	0
CTC-480C2.1	0	0	0	80100.695	0	0	0	0	0	0
TICAM2	0	0	15965.5675	136383.75	0	1784.12	207600.6175	22607.235	23891.72	2462.3425
KIF4B	0	0	8209.1125	96094.4875	0	3255.11	0	8895.63	7787.735	0
ADRA1B	0	0	0	17924.1475	0	0	0	0	8568.135	0
CTB-127C13.1	0	0	0	232905.3925	0	0	0	0	0	0
CTB-114C7.4	0	0	0	9348.66	0	0	26446.45	37087.2	8389.23	0
MIR4454	0	0	0	8919.185	0	0	0	4251.01	0	0
AC138035.2	0	0	0	34397.3375	0	0	0	4355.7025	0	0
RP4-668J24.2	0	0	0	26346.43	0	0	82206.755	0	15785.55	0
C6orf195	0	0	0	37942.7375	0	0	0	0	23373.82	0
RP11-146I2.1	0	0	0	20116.345	0	0	0	0	0	2359.9025
BTN1A1	0	36850.9075	0	133254.3325	0	4432.9225	0	0	0	8943.23
TRIM40	0	0	0	136829.19	0	0	0	0	0	0
TREML4	0	0	0	18834.5725	49235.4225	0	0	26881.72	0	0
RP3-331H24.5	0	0	0	36064.03	0	0	0	0	7960.6675	0
KHDC1L	0	0	7877.7925	220761.3425	0	0	27832.5925	0	0	0
RP11-554D15.3	0	0	0	26532.2825	0	0	264307.2075	0	0	2107.695
RP1-90L14.1	0	0	0	35555.5025	0	0	396047.02	4525.665	70411.405	0
C6orf165	0	2778.83	7808	44263.7325	0	6090.9525	52860.125	18246.275	0	0
NR2E1	0	0	0	35050.2525	0	0	0	0	0	0
RP1-69D17.4	0	0	0	38383.415	0	0	0	3882.2825	0	0
OLIG3	0	0	0	17736.39	0	0	0	0	0	0
RP1-101K10.6	0	0	0	28212.76	0	1853.7075	27592.785	0	0	0
AC004895.4	0	0	0	29194.955	0	0	0	0	0	0
AC073343.13	0	0	0	26203.59	0	4729.11	51933.5075	4520.8825	15177.705	0
AC011288.2	0	0	0	18996.0775	0	0	0	0	0	0
RP1-170O19.14	0	0	0	35211.715	0	0	0	0	0	0
AC095067.1	0	0	0	17934.945	0	1575.595	50345.5725	0	7819.425	0
CTB-167B5.1	0	0	0	18160.5225	0	0	0	0	0	0
RP11-307C18.1	0	3076.585	0	45519.6575	0	13491.47	312101.0025	9382.54	7507.135	2267.5025
RAB19	0	0	0	25144.515	0	0	0	4501.5	0	0
ASB10	0	0	0	35212.405	0	0	0	0	0	0
VCX3B	84978.75	0	0	17889.78	0	1906.51	0	4760.8825	0	0
CXorf22	0	0	0	266633.2625	0	0	0	0	0	0
CHDC2	0	0	0	90609.795	0	0	0	0	0	0
MID1IP1-AS1	82911.1925	0	8005.75	80806.32	0	1609.8875	0	4155.7875	0	2206.3525
AC092198.1	0	0	0	161321.63	0	0	0	0	0	0
ESX1	0	0	0	116244.1375	0	0	0	0	0	0
RP1-241P17.1	0	0	0	909206.4225	0	0	0	4536.93	0	0
RP11-366F6.2	0	0	0	1543092.0275	0	2542.55	105196.07	14084.83	8093.02	4485.2525
MAGEA4	0	15938.2175	8504.755	34428512.9625	0	10631.175	265081.305	159128.0825	119744.115	85617.01
MAGEA10	0	0	0	560995.04	0	0	0	4652.46	8728.565	2405.5475
GABRQ	0	0	0	35741.4925	0	0	0	0	0	0
MAGEA6	0	0	8691.635	12201196.7875	0	0	77737.9175	23571.0925	23794.16	8680.935
MAGEA2B	0	0	0	35775.8675	0	0	0	0	0	0
RP1-14D6.7	0	0	0	36638.4175	0	0	0	0	0	0
MAGEA12	0	0	8016.825	5003751.985	0	1310.6	26019.7575	14238.2575	61989.8675	14604.715
MAGEA2	0	0	0	18183.91	0	0	0	0	0	0
MAGEA3	0	3278.35	0	14870991.63	0	2845.715	25844.34	45842.97	17457.13	13140.945
CTA-398F10.2	0	5814.7725	15857.5325	186285.5025	0	0	0	0	7429.6775	0
RP11-32K4.1	0	0	0	33533.0475	0	0	0	0	0	0
RP11-758M4.1	0	0	0	71898.6975	0	0	0	0	0	0
RP11-758M4.4	0	0	0	81384.63	0	10727.56	52720.7	0	54610.8025	0
RP11-51M18.1	0	0	0	841382.3425	0	0	0	4541.2175	0	0
CTA-392E5.1	0	0	0	141816.8125	0	0	550380.4	0	16230.7	0
7SK.1	0	0	7987.555	18774.065	0	3557.18	0	14393.61	0	2091.355
INSL4	0	0	0	239527.3875	0	0	24514.3875	0	0	0
RP11-4E23.2	0	3214.4525	0	45945.1475	48171.54	7539.22	52375.37	18021.7325	0	13829.6025
CYP4F26P	0	0	0	17096.1125	0	0	27475.95	0	0	0
FLJ00273	0	0	0	43003.81	0	2751.4125	0	8752.48	0	0
RP11-331F9.4	0	0	0	10194.2475	0	0	26067.8775	45892.3775	7886.9075	2236.705
ANKRD20A2	0	0	0	0	0	0	0	0	0	0
GRIN3A	0	0	0	9138.7125	0	0	0	65693.8075	46304.8475	2010.0875
RP11-284G10.1	0	0	0	81177.3275	0	0	0	0	0	0
SOHLH1	0	0	0	27570.9625	0	0	0	0	0	0
C9orf173	0	0	0	26675.93	0	0	0	0	0	0
RP11-379F12.3	0	0	0	69877.8675	0	0	77058.1975	4223.6075	0	2135.595
ST8SIA6-AS1	84398.305	0	0	60964.9475	48083.2575	0	107510.53	4180.155	22917.1275	0
AL022344.5	0	0	0	17860.92	0	0	0	0	0	0
ANXA8L2	0	0	0	148710.1525	0	0	0	4807.5525	0	1915.86
RP11-346D6.6	0	0	0	307911.4075	0	0	132077.5975	0	0	0
C10orf40	0	0	0	17207.3325	0	0	0	0	0	0
AS3MT	0	0	0	17011.6775	0	0	0	0	0	0
RP11-324O2.3	0	6027.9525	0	47648.605	0	1751.7225	0	4586.3275	0	0
TCERG1L-AS1	0	0	16591.725	55385.9075	0	0	0	0	0	0
RP11-532E4.2	0	9565.59	0	25464.19	0	0	0	0	0	0
C11orf16	0	0	0	45329.9475	0	0	24273.76	0	0	2252.2375
RP11-351I24.1	0	0	0	18071.055	0	0	0	5058.4775	0	0
RP11-1081L13.4	0	0	0	53890.7125	0	3270.3825	0	4059.4525	0	0
AP000442.4	0	0	0	18353.5075	0	0	0	0	0	4120.26
HNRNPUL2-BSCL2	0	0	0	17208.6875	0	0	0	0	0	0
SPDYC	0	0	0	751500.98	0	0	0	4615.785	0	2120.15
AP000439.3	0	0	0	126304.835	0	0	0	0	0	0
RP11-800A3.2	0	0	7903.07	305577.165	0	3075.84	25399.3075	8966.09	0	0
GRM5-AS1	0	0	0	434501.395	0	0	0	0	0	0
GRM5	0	0	8137.46	756557.24	46833.93	3172.0875	185878.2075	4404.8825	0	2117.9275
HEPHL1	0	2980.89	0	587165.345	0	0	0	0	0	0
RP11-817J15.3	0	0	24072.4225	99587.4625	0	1784.12	0	0	8100.155	0
TP53AIP1	0	0	7976.2125	143349.1075	0	0	0	0	0	0
NKG2-E	0	0	0	8256.7925	0	0	0	0	0	4180.6075
SLCO1B1	0	0	0	323160.435	0	0	26841.99	0	0	0
RP11-359J14.2	0	6744.625	0	89671.1125	0	2964.2825	53289.48	13804.8625	0	2132.2475
AC024257.1	0	3177.6425	34378.23	70817.2225	0	6172.4925	109279.9575	0	8253.1375	2382.7225
RP11-585P4.5	83478.735	18346.635	32261.4925	302322.125	0	18814.51	129315.325	30853.345	23746.81	9207.825
RP11-20E24.1	165796.5575	0	55418.065	260764.22	97394.7125	4571.45	82512.51	0	7501.5775	0
HCAR1	0	0	8562.34	108505.0175	0	0	0	4302.5	7476.3425	0
RP11-76C10.5	0	0	0	18000.95	0	0	0	0	0	0
RP11-473M10.3	0	0	0	27628.2	0	0	0	0	0	0
LINC00355	0	0	0	63890.2375	0	0	0	17655.405	0	0
CTD-2314B22.1	0	0	0	88887.235	0	0	0	0	0	0
RP11-1103G16.1	0	0	0	402231.5625	0	0	0	0	0	0
